LONGITUDE,LATITUDE,cluster
13.004333,47.793304,3
13.2166666,47.4,3
16.2166666,47.8333333,3
15.0666666,47.85,3
15.3,47.8,3
16.5333333,47.85,3
13.8833333,46.6166666,3
16.3333333,47.2,3
12.8166666,46.8333333,3
14.4166666,47.0666666,3
14.3333333,46.65,3
14.1,46.7166666,3
14.1833333,46.85,3
15.9,46.8666666,3
15.439628,46.991067,3
13.0,46.6833333,3
13.4833333,46.7833333,3
13.0833333,46.7333333,3
13.85,46.7333333,3
15.2333333,46.8166666,3
14.1833333,47.1166666,3
15.45,47.0833333,3
9.85,47.45,3
15.55,46.7666666,3
15.8666666,46.9333333,3
15.5833333,47.0666666,3
9.7333333,47.4333333,3
13.15,47.3333333,3
14.3333333,47.7333333,3
13.75,47.6166666,3
15.2333333,47.55,3
13.9333333,47.55,3
13.45,47.7333333,3
15.8333333,47.7,3
15.9,47.7833333,3
15.6166666,48.1833333,3
15.8833333,47.8666666,3
12.3833333,50.0666666,3
13.3333333,50.3833333,3
13.3833333,49.7666666,3
14.26,50.100833,3
14.1666666,50.4666666,3
13.8333333,49.4666666,3
14.0333333,50.6833333,3
14.4333333,50.0666666,3
14.35,49.2,3
14.4666666,48.95,3
14.45,50.0,3
14.5333333,50.1166666,3
15.0166666,50.7666666,3
15.738647,50.013419,3
15.7666666,49.5833333,3
15.381808,49.939653,3
15.0833333,49.5666666,3
16.1333333,49.1,3
16.4166666,49.9833333,3
16.0833333,48.8833333,3
16.124925,49.165833,3
17.1333333,49.45,3
16.95,49.65,3
16.694433,49.151269,3
17.5666667,49.3166667,3
17.1166666,48.1666666,3
18.111053,49.696292,3
17.15,48.4,3
17.212667,48.170167,3
18.6166666,49.2333333,3
17.6666666,48.4833333,3
17.8333333,48.6166666,3
18.45,48.2833333,3
18.6,48.7666666,3
18.1333333,48.2833333,3
18.2,47.8666666,3
18.8666666,48.1666666,3
19.7333333,48.3333333,3
21.3166666,49.0333333,3
21.65,49.2166666,3
21.2166666,48.6666666,3
22.0,48.9333333,3
15.5833333,54.1833333,3
21.7333333,48.6666666,3
16.15,54.2,3
18.333,52.817,3
19.15,52.0,3
20.0166667,51.5333333,3
19.4,51.717,3
17.5333333,54.75,3
16.8666666,54.5833333,3
18.8166666,54.6,3
17.7666667,54.4166667,3
16.35,54.4,3
19.5430556,54.2230556,3
14.6166666,53.4,3
14.2333333,53.9166666,3
22.95,54.1333333,3
21.3666666,54.0666666,3
16.082814,53.395072,3
16.7466667,53.7166666,3
15.82625,53.790639,3
15.4,53.7666666,3
20.4166666,53.7666666,3
18.5833333,53.05,3
17.55,53.7166666,3
20.35,53.1,3
23.1666666,53.1,3
21.5833333,53.7833333,3
21.5666666,53.0833333,3
14.6,52.35,3
16.826325,52.421031,3
15.2833333,52.75,3
16.966428,52.331719,3
17.853889,52.379444,3
18.6666666,52.2,3
19.7333333,52.5833333,3
20.967122,52.16575,3
23.6166666,52.0666666,3
21.655917,52.195528,3
22.25,52.1811111,3
19.134167,54.026944,3
18.0833333,51.7833333,3
16.885836,51.102683,3
19.179058,51.551667,3
15.5333333,51.9333333,3
22.4,51.2166666,3
21.55,51.5666666,3
18.5666666,51.2166666,3
19.8666666,51.35,3
16.6166666,50.4333333,3
23.5333333,51.55,3
17.9666666,50.6166666,3
19.0333333,50.2333333,3
19.1,50.8166666,3
18.2,50.05,3
20.7,50.8166666,3
22.019,50.109958,3
19.784836,50.077731,3
20.9833333,50.0333333,3
19.0,49.8,3
23.25,50.7,3
20.7,49.6166666,3
21.7166666,50.7,3
22.7666666,49.8,3
19.5166666,48.1166666,3
21.7666666,49.7,3
22.35,49.4666666,3
22.1666666,48.4,3
20.5333333,48.4833333,3
20.7666667,48.0833333,3
16.6333333,47.283333,3
17.2833333,47.8833333,3
16.6,47.6833333,3
17.8333333,47.0666666,3
19.1833333,47.4333333,3
18.3166666,47.65,3
18.6166666,47.1833333,3
20.2355,47.122861,3
20.3833333,47.9,3
18.6,47.75,3
20.6333333,47.65,3
16.3166666,46.9166666,3
21.615331,47.488917,3
21.692317,47.983892,3
18.05,46.9166667,3
17.1666666,46.6833333,3
16.8,46.8666666,3
16.9666666,46.45,3
18.85,46.5833333,3
18.240983,45.990928,3
19.749222,46.9175,3
19.0166666,46.1833333,3
19.7666666,46.1,3
20.1,46.25,3
21.1666667,46.6833333,3
19.15,45.7666666,3
20.4166666,45.3666666,3
19.85,45.3333333,3
14.570267,45.216889,0
21.0333333,45.05,3
21.309889,45.146889,3
20.4666666,45.85,3
19.55,45.1,3
19.9166666,44.3166666,3
20.309139,44.818444,3
20.4666666,44.8,3
19.2333333,44.55,3
22.55,44.2333333,3
20.9333333,44.0333333,3
20.95,44.3666666,3
21.5166666,44.75,3
21.35,43.5666666,3
20.7,43.7,3
20.0333333,43.8333333,3
21.853722,43.337289,3
21.3833333,43.9333333,3
21.95,42.9833333,3
19.1,42.1,0
18.95,42.7666666,3
22.75,43.0166666,3
18.723286,42.404664,0
19.25,42.3666666,0
21.3666666,41.05,3
19.2833333,42.4333333,0
22.3333333,42.2,3
19.8,41.3333333,0
21.621381,41.961622,3
19.5333333,42.1,0
22.1833333,41.75,3
19.2833333,40.5,0
19.4833333,40.4666666,0
19.45,41.3,0
19.720561,41.414742,0
19.9,40.8,0
14.1833333,46.3666666,3
15.686131,46.479861,3
15.2333333,46.2333333,3
14.457611,46.223686,3
14.5166666,46.0666666,3
16.2,46.65,3
13.614978,45.473353,0
15.15,45.5666666,3
13.6333333,45.9,3
15.5166666,45.9,3
14.45,45.3333333,0
15.1833333,45.8,3
16.0333333,45.8166667,3
15.9666666,45.8,3
15.8833333,46.1333333,3
15.5666666,45.5,3
16.3666666,45.5,3
16.068778,45.742931,3
16.55,46.0333333,3
16.38125,46.294724,3
16.8666666,45.9166666,3
17.2,45.8833333,3
17.2333333,45.6,3
18.810156,45.462667,3
18.5666666,45.5,3
13.922192,44.893533,0
14.4833333,44.5333333,0
13.9333333,45.2333333,3
15.2333333,45.2666666,3
14.7666666,44.75,0
14.9,45.0,0
15.3666666,44.55,3
18.0,45.1666667,3
18.7,45.15,3
16.1,43.05,0
15.9166666,43.7333333,0
15.2166666,44.1333333,0
15.346697,44.108269,0
16.297964,43.538944,0
16.4333333,43.5166666,0
16.45,43.1666667,0
16.9,42.7666666,0
17.0166666,43.2833333,0
18.268244,42.561353,0
17.45,43.05,0
18.0833333,42.65,0
18.4333333,43.8666666,3
23.9,47.9333333,3
18.7,44.55,3
25.9,47.8333333,3
22.885606,47.703414,3
26.354056,47.6875,3
26.65,47.7333333,3
27.2166666,47.8333333,3
23.470022,47.658389,3
26.9333333,47.3666666,3
23.8666666,47.4333333,3
22.7833333,47.45,3
26.3833333,47.2166666,3
23.05,47.1833333,3
23.9,47.1333333,3
21.9025,47.025278,3
27.620631,47.178492,3
24.5166666,47.15,3
26.3833333,46.9166666,3
22.6,46.9833333,3
27.45,46.85,3
26.9166666,46.9666666,3
22.1166666,46.7833333,3
23.686167,46.785111,3
24.65,46.8833333,3
24.1666666,46.75,3
23.7833333,46.5833333,3
24.412525,46.467714,3
21.5333333,46.5333333,3
27.7166666,46.65,3
21.65,46.25,3
26.910278,46.521946,3
22.4666666,46.5333333,3
26.65,46.2666666,3
22.3333333,46.2666666,3
24.6,46.2333333,3
27.65,46.2333333,3
20.6,46.0666666,3
21.262022,46.17655,3
22.15,46.0166666,3
22.7261111,46.1666666,3
23.5666666,46.0666666,3
23.9333333,46.1833333,3
23.5333333,45.9666666,3
22.9,45.8666666,3
27.1666666,46.1,3
24.9333333,45.8333333,3
21.337861,45.809861,3
27.2,45.7,3
24.091342,45.785597,3
20.7,45.7833333,3
27.4166666,45.85,3
21.9333333,45.6833333,3
27.05,45.3833333,3
22.253333,45.42,3
21.1333333,45.3833333,3
28.0333333,45.4833333,3
26.3666666,45.3166666,3
27.9166666,45.2,3
21.9166666,45.3,3
28.714311,45.062486,3
21.6833333,45.0333333,3
29.1666666,45.1833333,3
29.0666666,45.0833333,3
23.2666666,45.0333333,3
24.3666666,45.1,3
24.6666666,45.1666666,3
22.0,44.9166666,3
25.75,45.1436111,3
26.8166666,45.15,3
29.7333333,45.1666666,3
25.4333333,44.9333333,3
23.7,44.8833333,3
22.4166666,44.8833333,3
24.8166666,44.85,3
26.0,44.95,3
29.6,44.9,3
24.2333333,44.6666666,3
21.6333333,44.7166666,3
27.3,44.75,3
26.65,44.7166666,3
28.8833333,44.7666666,3
28.35,44.7333333,3
22.6333333,44.6333333,3
27.95,44.6833333,3
25.5833333,44.65,3
24.8,44.5666666,3
23.1166666,44.4833333,3
26.102111,44.503194,3
26.085119,44.570992,3
26.1,44.4166666,3
29.0,44.6833333,3
27.4,44.55,3
24.35,44.4333333,3
27.85,44.3666666,3
23.888611,44.318139,3
28.05,44.35,3
25.5333333,44.2833333,3
28.2666666,44.25,3
23.3333333,44.0166666,3
27.35,44.2,3
24.3666666,44.1,3
28.65,44.2166666,3
24.9833333,44.1,3
27.9666666,44.0833333,3
26.6333333,44.0666666,3
25.35,43.9833333,3
24.8833333,43.75,3
22.95,43.9833333,3
25.95,43.8833333,3
28.5833333,43.8166666,3
23.95,43.7833333,3
25.35,43.6666666,3
22.85,43.9833333,3
24.7,43.15,3
26.5,43.5666666,3
27.825106,43.232072,3
27.515236,42.569583,3
23.406167,42.695194,3
23.2666666,41.55,3
9.723333,44.913055,3
9.704166,45.673889,3
8.728111,45.630606,3
9.276739,45.445103,3
7.649631,45.200761,3
10.267667,45.432167,3
12.082881,45.684867,3
10.888533,45.395706,3
12.351883,45.505142,3
12.194422,45.6484,3
13.472222,45.8275,0
13.75,45.65,0
12.307203,44.224175,3
8.841875,44.411953,0
11.288667,44.535444,3
10.39275,43.683917,0
8.1666667,43.95,0
11.2051,43.809953,0
12.611747,44.020292,0
11.071944,42.759722,0
11.85,43.4666667,0
10.4,42.7333333,0
13.362319,43.616342,0
11.8166666,42.0166666,0
12.064156,42.430183,0
-8.6666667,70.9333333,2
18.540356,69.055758,1
15.465556,78.246111,1
18.918919,69.683333,2
22.139744,70.486675,2
16.144167,69.2925,2
18.9333333,69.65,2
24.973489,70.068814,1
25.9833333,71.0166667,2
23.6833333,70.6833333,2
23.371667,69.976111,1
20.959444,69.786839,1
25.0666667,76.5,1
31.044889,70.355392,2
29.0333333,70.8666667,2
29.85,70.0666667,1
27.8333333,71.0333333,2
29.893011,69.725611,1
29.692678,70.600256,1
13.6333333,66.9,2
12.2175,65.461111,2
12.1,67.5166667,2
12.4666666,65.95,2
13.214914,65.783997,1
13.6166667,68.15,2
14.365278,67.269167,2
14.3,66.3666666,1
15.0166667,68.5833333,2
14.6666667,68.25,2
16.678108,68.4913,1
6.0666667,62.1833333,2
9.604003,63.698908,2
7.2625,62.744722,2
7.4166666,62.2333333,2
6.110164,62.560372,2
6.5333333,62.8666666,2
7.824522,63.111781,2
5.024722,61.583611,2
2.2666666,61.2,2
11.2333333,64.85,2
10.939872,63.457556,3
11.5833333,64.4666667,3
6.1166667,61.8333333,2
5.764167,61.392503,2
6.2666666,60.35,2
6.4333333,60.6333333,3
6.65,61.1666666,2
5.218142,60.293386,2
7.136614,61.156111,2
4.8666666,59.3,2
5.637778,58.876667,2
5.208364,59.345267,2
10.5166666,59.0333333,3
7.3833333,59.5833333,1
8.2,59.5,1
8.085369,58.204214,2
18.1666666,68.4166666,1
20.336764,67.821986,1
19.0333333,67.85,1
10.7166666,59.95,3
10.785556,59.378889,3
20.814636,67.132408,1
23.3833333,67.2,1
22.45,68.45,1
15.082778,65.806111,1
20.149917,65.875325,1
17.8333333,66.05,1
18.0166666,66.8833333,1
22.121989,65.543758,1
17.7,64.95,1
14.5,63.2,1
14.2166666,64.5,1
12.1166666,63.2833333,1
18.990039,63.408339,1
16.95,63.6833333,1
20.282758,63.791828,1
21.076892,64.624772,1
17.5333333,61.7,3
13.337361,59.444714,3
17.443928,62.528125,1
15.515211,60.422017,3
13.7,60.6833333,1
17.918611,59.651944,3
11.0,58.9,2
17.94165,59.354372,3
19.5,59.45,3
17.588581,59.897328,3
18.6333333,59.8333333,3
14.068731,57.757594,3
12.279819,57.662836,3
12.8333333,56.2833333,2
15.823333,57.525833,3
15.525683,58.402278,3
12.714389,58.426445,3
18.346211,57.662797,3
17.8666666,58.75,2
12.8166666,55.3833333,3
13.0666666,56.95,3
13.371639,55.530193,2
15.265,56.266667,3
18.15,56.9166666,2
27.2166666,67.0166666,1
26.4402778,64.5,1
24.84685,67.701022,1
23.5833333,68.6,1
22.85,63.95,1
25.5166666,61.2666666,1
28.5666666,61.0333333,1
29.4666666,61.45,1
27.9,62.8,1
27.8833333,61.9,1
24.1666666,63.8166666,1
25.7,63.7333333,1
22.9166666,59.8166666,3
22.1,60.3833333,3
29.1833333,67.1666666,1
28.3333333,64.1166666,1
19.9833333,60.1833333,3
21.3833333,61.6333333,3
22.4666666,61.8333333,1
24.7166666,64.05,1
21.1666666,62.2,3
24.4,60.4166666,1
23.5833333,59.8166666,3
25.6,60.4,3
21.3,61.15,3
31.05,63.15,1
28.5666666,62.0666666,1
22.1833333,62.4166666,1
20.75,60.25,3
27.3166666,63.15,1
20.7333333,62.9833333,3
28.6666666,63.3833333,1
22.1833333,60.45,3
23.65,60.4666666,1
29.6666666,62.55,1
24.9833333,60.1,3
30.1666666,64.3,1
23.9,64.6166666,1
20.7833333,69.05,1
26.0166666,66.5833333,1
25.0833333,64.6833333,1
27.0,69.75,1
27.405328,68.607269,1
27.1833333,68.0833333,1
27.45,68.4333333,1
27.1666666,66.7166666,1
28.3,68.4833333,1
24.0333333,68.0666666,1
27.9,70.0833333,1
24.1166666,67.9666666,1
24.25,67.9833333,1
22.4833333,62.9333333,1
28.3,68.85,1
27.2166666,63.8333333,1
26.619133,67.395033,1
23.9666666,66.7666666,1
25.7166666,66.5,1
25.3666666,64.9333333,1
24.5166666,65.6666666,1
28.6666666,66.8333333,1
29.239381,65.987575,1
24.5991,65.781889,1
26.9666666,65.4166666,1
24.1,65.3833333,1
24.4,64.6666666,1
24.5666666,65.0333333,1
26.3666666,65.9833333,1
24.1666666,65.85,1
25.4,65.0,1
24.2333333,68.0,1
28.75,64.9333333,1
27.75,64.2166666,1
27.75,69.05,1
27.692414,64.285472,1
23.051442,63.127078,1
21.0666666,63.4333333,3
23.143131,63.721172,1
23.45,64.3333333,1
25.8666667,63.0833333,1
21.7833333,61.4833333,3
28.4666666,61.2,1
24.8,62.5166666,1
27.797756,63.00715,1
22.35,61.25,3
25.678253,62.399453,1
29.60755,62.662906,1
21.1833333,62.3333333,3
23.75,61.5166666,1
30.9833333,62.7666666,1
23.604392,61.414147,1
28.945136,61.943064,1
27.201794,61.6866,1
21.7,60.1166666,3
24.7866,61.85605,1
27.6333333,62.9,1
21.6394444,63.1,1
23.5,60.8166666,1
28.144397,61.044553,1
